"Name","InstanceId","Status","Class","FriendlyName","HardwareID"
"Motherboard resources","ACPI\INT340E\2&DABA3FF&0","OK","System","Motherboard resources","System.String[]"
"Intel(R) Volume Management Device NVMe RAID Controller","PCI\VEN_8086&DEV_201D&SUBSYS_07381028&REV_04\3&3AA59A3&0&2D","OK","SCSIAdapter","Intel(R) Volume Management Device NVMe RAID Controller","System.String[]"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 2056","PCI\VEN_8086&DEV_2056&SUBSYS_07381028&REV_04\3&2411E6FE&0&EA","OK","System","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 2056","System.String[]"
"Microsoft Windows Management Interface for ACPI","ACPI\PNP0C14\TBFP","OK","System","Microsoft Windows Management Interface for ACPI","System.String[]"
"Intel(R) PMC - A2A1","PCI\VEN_8086&DEV_A2A1&SUBSYS_07381028&REV_00\3&11583659&0&FA","OK","System","Intel(R) PMC - A2A1","System.String[]"
"System speaker","ACPI\PNP0800\4&3816902A&0","OK","System","System speaker","System.String[]"
"USB Input Device","USB\VID_046D&PID_C52B&MI_02\7&2F158407&0&0002","Unknown","HIDClass","USB Input Device","System.String[]"
"HID-compliant vendor-defined device","HID\VID_046D&PID_C52B&MI_02&COL03\8&13BEA6A2&0&0002","Unknown","HIDClass","HID-compliant vendor-defined device","System.String[]"
"TCL 8132 Sound Bar Avrcp Transport","BTHENUM\{0000110E-0000-1000-8000-00805F9B34FB}_VID&0001000F_PID&1200\7&B265E0C&0&2CFDB3C85F48_C00000000","OK","Bluetooth","TCL 8132 Sound Bar Avrcp Transport","System.String[]"
"Intel(R) Xeon(R) processor P family/Core i7 CBDMA Registers - 2021","PCI\VEN_8086&DEV_2021&SUBSYS_07381028&REV_04\3&11583659&0&20","OK","System","Intel(R) Xeon(R) processor P family/Core i7 CBDMA Registers - 2021","System.String[]"
"Intel(R) Xeon(R) processor P family/Core i7 CBDMA Registers - 2021","PCI\VEN_8086&DEV_2021&SUBSYS_07381028&REV_04\3&11583659&0&21","OK","System","Intel(R) Xeon(R) processor P family/Core i7 CBDMA Registers - 2021","System.String[]"
"Intel(R) Xeon(R) processor P family/Core i7 CBDMA Registers - 2021","PCI\VEN_8086&DEV_2021&SUBSYS_07381028&REV_04\3&11583659&0&22","OK","System","Intel(R) Xeon(R) processor P family/Core i7 CBDMA Registers - 2021","System.String[]"
"Intel(R) Xeon(R) processor P family/Core i7 CBDMA Registers - 2021","PCI\VEN_8086&DEV_2021&SUBSYS_07381028&REV_04\3&11583659&0&23","OK","System","Intel(R) Xeon(R) processor P family/Core i7 CBDMA Registers - 2021","System.String[]"
"Intel(R) Xeon(R) processor P family/Core i7 CBDMA Registers - 2021","PCI\VEN_8086&DEV_2021&SUBSYS_07381028&REV_04\3&11583659&0&24","OK","System","Intel(R) Xeon(R) processor P family/Core i7 CBDMA Registers - 2021","System.String[]"
"Intel(R) Xeon(R) processor P family/Core i7 CBDMA Registers - 2021","PCI\VEN_8086&DEV_2021&SUBSYS_07381028&REV_04\3&11583659&0&25","OK","System","Intel(R) Xeon(R) processor P family/Core i7 CBDMA Registers - 2021","System.String[]"
"Intel(R) Xeon(R) processor P family/Core i7 CBDMA Registers - 2021","PCI\VEN_8086&DEV_2021&SUBSYS_07381028&REV_04\3&11583659&0&26","OK","System","Intel(R) Xeon(R) processor P family/Core i7 CBDMA Registers - 2021","System.String[]"
"Intel(R) Xeon(R) processor P family/Core i7 CBDMA Registers - 2021","PCI\VEN_8086&DEV_2021&SUBSYS_07381028&REV_04\3&11583659&0&27","OK","System","Intel(R) Xeon(R) processor P family/Core i7 CBDMA Registers - 2021","System.String[]"
"Intel(R) Xeon(R) processor P family/Core i7 RAS Configuration Registers - 2035","PCI\VEN_8086&DEV_2035&SUBSYS_00000000&REV_04\3&36CB97A3&0&2A","OK","System","Intel(R) Xeon(R) processor P family/Core i7 RAS Configuration Registers - 2035","System.String[]"
"USB DISK 3.0 USB Device","USBSTOR\DISK&VEN_&PROD_USB_DISK_3.0&REV_PMAP\07190C73EC8DE198&0","Unknown","DiskDrive","USB DISK 3.0 USB Device","System.String[]"
"Volume","STORAGE\VOLUME\_??_USBSTOR#DISK&VEN__USB&PROD__SANDISK_3.2GEN1&REV_1.00#04012F661212A3B2CB0CBA4A7051110B077A3781A27B1AA22A719F3A17748AC#{53F56307-B6BF-11D0-94F2-00A0C91EFB8B}","Unknown","Volume","Volume","System.String[]"
"Plug and Play Software Device Enumerator","ROOT\SYSTEM\0000","OK","System","Plug and Play Software Device Enumerator","System.String[]"
"Generic Access Profile","BTHLEDEVICE\{00001800-0000-1000-8000-00805F9B34FB}_DEV_VID&02046D_PID&B369_REV&0007_DB209F422280\8&1AA6D1C1&0&0001","OK","Bluetooth","Generic Access Profile","System.String[]"
"Intel(R) Xeon(R) processor P family/Core i7 LMDP Channel 2 - 204B","PCI\VEN_8086&DEV_204B&SUBSYS_07381028&REV_04\3&36CB97A3&0&5B","OK","System","Intel(R) Xeon(R) processor P family/Core i7 LMDP Channel 2 - 204B","System.String[]"
"Intel(R) Xeon(R) processor P family/Core i7 LMDP Channel 2 - 204B","PCI\VEN_8086&DEV_204B&SUBSYS_07381028&REV_04\3&36CB97A3&0&6B","OK","System","Intel(R) Xeon(R) processor P family/Core i7 LMDP Channel 2 - 204B","System.String[]"
"E7 Hands-Free","BTHHFENUM\BTHHFPAUDIO\8&37FE8E60&0&97","OK","MEDIA","E7 Hands-Free","System.String[]"
"Bluetooth LE Generic Attribute Service","BTHLEDEVICE\{00010000-0000-1000-8000-011F2000046D}_DEV_VID&02046D_PID&B369_REV&0007_DB209F422280\8&1AA6D1C1&0&004C","OK","Bluetooth","Bluetooth LE Generic Attribute Service","System.String[]"
"Remote Desktop Device Redirector Bus","ROOT\RDPBUS\0000","OK","System","Remote Desktop Device Redirector Bus","System.String[]"
"HID-compliant consumer control device","HID\VID_046D&PID_C534&MI_01&COL02\8&2562B3F7&0&0001","Unknown","HIDClass","HID-compliant consumer control device","System.String[]"
"Generic Access Profile","BTHLEDEVICE\{00001800-0000-1000-8000-00805F9B34FB}_DEV_VID&02046D_PID&B034_REV&0003_D0EEF6C87894\8&1D214379&0&0001","OK","Bluetooth","Generic Access Profile","System.String[]"
"E7","BTHENUM\{0000110B-0000-1000-8000-00805F9B34FB}_LOCALMFG&0002\7&B265E0C&0&FC58FA783748_C00000000","OK","MEDIA","E7","System.String[]"
"Microsoft Virtual Disk","SCSI\DISK&VEN_MSFT&PROD_VIRTUAL_DISK\2&1F4ADFFE&0&000001","Unknown","DiskDrive","Microsoft Virtual Disk","System.String[]"
"Bluetooth LE Generic Attribute Service","BTHLEDEVICE\{00010000-0000-1000-8000-011F2000046D}_DEV_VID&02046D_PID&B034_REV&0003_D0EEF6C87894\8&1D214379&0&0043","OK","Bluetooth","Bluetooth LE Generic Attribute Service","System.String[]"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","PCI\VEN_8086&DEV_208D&SUBSYS_07381028&REV_04\3&2411E6FE&0&40","OK","System","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","System.String[]"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","PCI\VEN_8086&DEV_208D&SUBSYS_07381028&REV_04\3&2411E6FE&0&41","OK","System","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","System.String[]"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","PCI\VEN_8086&DEV_208D&SUBSYS_07381028&REV_04\3&2411E6FE&0&42","OK","System","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","System.String[]"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","PCI\VEN_8086&DEV_208D&SUBSYS_07381028&REV_04\3&2411E6FE&0&43","OK","System","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","System.String[]"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","PCI\VEN_8086&DEV_208D&SUBSYS_07381028&REV_04\3&2411E6FE&0&44","OK","System","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","System.String[]"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","PCI\VEN_8086&DEV_208D&SUBSYS_07381028&REV_04\3&2411E6FE&0&45","OK","System","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","System.String[]"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","PCI\VEN_8086&DEV_208D&SUBSYS_07381028&REV_04\3&2411E6FE&0&46","OK","System","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","System.String[]"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","PCI\VEN_8086&DEV_208D&SUBSYS_07381028&REV_04\3&2411E6FE&0&47","OK","System","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","System.String[]"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","PCI\VEN_8086&DEV_208D&SUBSYS_07381028&REV_04\3&2411E6FE&0&48","OK","System","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","System.String[]"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","PCI\VEN_8086&DEV_208D&SUBSYS_07381028&REV_04\3&2411E6FE&0&49","OK","System","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208D","System.String[]"
"EMBERTON","BTHENUM\{0000110B-0000-1000-8000-00805F9B34FB}_LOCALMFG&0002\7&B265E0C&0&0421446BBFFB_C00000000","OK","MEDIA","EMBERTON","System.String[]"
"Intel(R) Xeon(R) processor P family/Core i7 IOxAPIC Configuration Registers - 2036","PCI\VEN_8086&DEV_2036&SUBSYS_07381028&REV_04\3&36CB97A3&0&2C","OK","System","Intel(R) Xeon(R) processor P family/Core i7 IOxAPIC Configuration Registers - 2036","System.String[]"
"HID-compliant vendor-defined device","HID\VID_046D&PID_C52B&MI_02&COL03\7&1606C980&0&0002","Unknown","HIDClass","HID-compliant vendor-defined device","System.String[]"
"Intel(R) Xeon(R) processor P family/Core i7 Intel VT - D - 2034","PCI\VEN_8086&DEV_2034&SUBSYS_07381028&REV_04\3&3AA59A3&0&28","OK","System","Intel(R) Xeon(R) processor P family/Core i7 Intel VT - D - 2034","System.String[]"
